epoch ,time       ,train/box_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,val/box_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0      ,lr/pg1      ,lr/pg2
  115 , 87469.6   ,       0.99707 ,       0.7937  ,       0.91393 ,             0.72201 ,          0.7087  ,         0.75627 ,            0.49667 ,     1.15292 ,     1.02884 ,     0.94482 ,0.000130238 ,0.000130238 ,0.000130238
  116 , 89116.7   ,       0.99975 ,       0.79329 ,       0.91989 ,             0.77006 ,          0.68376 ,         0.75598 ,            0.4965  ,     1.15959 ,     0.99848 ,     0.94342 ,0.000126766 ,0.000126766 ,0.000126766
  117 , 90193.5   ,       0.99785 ,       0.79261 ,       0.91978 ,             0.77437 ,          0.69358 ,         0.75906 ,            0.49755 ,     1.16921 ,     1.01037 ,     0.94694 ,0.000123294 ,0.000123294 ,0.000123294
  118 , 91260.8   ,       0.99585 ,       0.78608 ,       0.91509 ,             0.71505 ,          0.74037 ,         0.75699 ,            0.4904  ,     1.18915 ,     1.00876 ,     0.94929 ,0.000119823 ,0.000119823 ,0.000119823
  119 , 92223.1   ,       0.99324 ,       0.77718 ,       0.91802 ,             0.76022 ,          0.70096 ,         0.75995 ,            0.50305 ,     1.16668 ,     1.01139 ,     0.94229 ,0.000116351 ,0.000116351 ,0.000116351
  120 , 93203.4   ,       0.99565 ,       0.77679 ,       0.92044 ,             0.74667 ,          0.73143 ,         0.76245 ,            0.50681 ,     1.16434 ,     1.01577 ,     0.94051 ,0.00011288  ,0.00011288  ,0.00011288
  121 , 94110.3   ,       0.99397 ,       0.76987 ,       0.9165  ,             0.71694 ,          0.71471 ,         0.76027 ,            0.50287 ,     1.17481 ,     1.00762 ,     0.94905 ,0.000109408 ,0.000109408 ,0.000109408
  122 , 94823     ,       1.0037  ,       0.7753  ,       0.92048 ,             0.75095 ,          0.66709 ,         0.74826 ,            0.4938  ,     1.17097 ,     1.01905 ,     0.94765 ,0.000105936 ,0.000105936 ,0.000105936
  123 , 95558.1   ,       0.9888  ,       0.76319 ,       0.91428 ,             0.73076 ,          0.72817 ,         0.76182 ,            0.50416 ,     1.16273 ,     0.98224 ,     0.9504  ,0.000102465 ,0.000102465 ,0.000102465
  124 , 96275.9   ,       0.96936 ,       0.76356 ,       0.9143  ,             0.7359  ,          0.70697 ,         0.76722 ,            0.51114 ,     1.1564  ,     0.9955  ,     0.94543 ,9.89932e-05 ,9.89932e-05 ,9.89932e-05
  125 , 96996.7   ,       0.97975 ,       0.75735 ,       0.91343 ,             0.73594 ,          0.72153 ,         0.76347 ,            0.50315 ,     1.17652 ,     0.98621 ,     0.94631 ,9.55216e-05 ,9.55216e-05 ,9.55216e-05
  126 , 97740.5   ,       0.97574 ,       0.75299 ,       0.91021 ,             0.71139 ,          0.73501 ,         0.76207 ,            0.50953 ,     1.16069 ,     0.97733 ,     0.94707 ,9.205e-05   ,9.205e-05   ,9.205e-05
  127 , 98483.7   ,       0.98243 ,       0.76591 ,       0.9134  ,             0.75277 ,          0.71446 ,         0.76537 ,            0.50585 ,     1.16818 ,     0.97388 ,     0.95193 ,8.85784e-05 ,8.85784e-05 ,8.85784e-05
  128 , 99204.4   ,       0.98322 ,       0.76019 ,       0.91207 ,             0.73812 ,          0.72718 ,         0.7573  ,            0.49405 ,     1.19551 ,     0.99829 ,     0.95257 ,8.51068e-05 ,8.51068e-05 ,8.51068e-05
  129 , 99906.9   ,       0.98233 ,       0.77209 ,       0.91083 ,             0.748   ,          0.72159 ,         0.76446 ,            0.51095 ,     1.15152 ,     0.97968 ,     0.94493 ,8.16352e-05 ,8.16352e-05 ,8.16352e-05
  130 ,100620     ,       0.95584 ,       0.7471  ,       0.90577 ,             0.75987 ,          0.70724 ,         0.77026 ,            0.5123  ,     1.14576 ,     0.9734  ,     0.94374 ,7.81636e-05 ,7.81636e-05 ,7.81636e-05
  131 ,101353     ,       0.95556 ,       0.74359 ,       0.90781 ,             0.77375 ,          0.70301 ,         0.76797 ,            0.51438 ,     1.14666 ,     0.99989 ,     0.94183 ,7.4692e-05  ,7.4692e-05  ,7.4692e-05
  132 ,102078     ,       0.97797 ,       0.75362 ,       0.91149 ,             0.76614 ,          0.70841 ,         0.76721 ,            0.51207 ,     1.15191 ,     0.98705 ,     0.94247 ,7.12204e-05 ,7.12204e-05 ,7.12204e-05
  133 ,102768     ,       0.97686 ,       0.74567 ,       0.91534 ,             0.7836  ,          0.69117 ,         0.76738 ,            0.51285 ,     1.14306 ,     0.97501 ,     0.93527 ,6.77488e-05 ,6.77488e-05 ,6.77488e-05
  134 ,103456     ,       0.96324 ,       0.74603 ,       0.90876 ,             0.74014 ,          0.72318 ,         0.76938 ,            0.50928 ,     1.14512 ,     0.97445 ,     0.93788 ,6.42772e-05 ,6.42772e-05 ,6.42772e-05
  135 ,104158     ,       0.97152 ,       0.75011 ,       0.91131 ,             0.78779 ,          0.69632 ,         0.77743 ,            0.51717 ,     1.14267 ,     0.96968 ,     0.9381  ,6.08056e-05 ,6.08056e-05 ,6.08056e-05
  136 ,104840     ,       0.96053 ,       0.73626 ,       0.91302 ,             0.76989 ,          0.71436 ,         0.7691  ,            0.51432 ,     1.14889 ,     0.97847 ,     0.94197 ,5.7334e-05  ,5.7334e-05  ,5.7334e-05
  137 ,105539     ,       0.95892 ,       0.74148 ,       0.90729 ,             0.77815 ,          0.70963 ,         0.77298 ,            0.51349 ,     1.15304 ,     0.97366 ,     0.94144 ,5.38624e-05 ,5.38624e-05 ,5.38624e-05
  138 ,106249     ,       0.95831 ,       0.72795 ,       0.90705 ,             0.74626 ,          0.74053 ,         0.76557 ,            0.51019 ,     1.14592 ,     0.96781 ,     0.94178 ,5.03908e-05 ,5.03908e-05 ,5.03908e-05
  139 ,106926     ,       0.95896 ,       0.74457 ,       0.91329 ,             0.74595 ,          0.74366 ,         0.77552 ,            0.51433 ,     1.15275 ,     0.9535  ,     0.94656 ,4.69192e-05 ,4.69192e-05 ,4.69192e-05
  140 ,107625     ,       0.95781 ,       0.72678 ,       0.90973 ,             0.73052 ,          0.7429  ,         0.77196 ,            0.51287 ,     1.15052 ,     0.94715 ,     0.94497 ,4.34476e-05 ,4.34476e-05 ,4.34476e-05
  141 ,108294     ,       0.96405 ,       0.72379 ,       0.91079 ,             0.7372  ,          0.72728 ,         0.75682 ,            0.50709 ,     1.15939 ,     0.98849 ,     0.94942 ,3.9976e-05  ,3.9976e-05  ,3.9976e-05
  142 ,108955     ,       0.96168 ,       0.71636 ,       0.90955 ,             0.76859 ,          0.68463 ,         0.74475 ,            0.49237 ,     1.16664 ,     1.00667 ,     0.95502 ,3.65044e-05 ,3.65044e-05 ,3.65044e-05
  143 ,109639     ,       0.93787 ,       0.69209 ,       0.89929 ,             0.77637 ,          0.69011 ,         0.75183 ,            0.50077 ,     1.15758 ,     0.98699 ,     0.95525 ,3.30328e-05 ,3.30328e-05 ,3.30328e-05
  144 ,110318     ,       0.95384 ,       0.69713 ,       0.90983 ,             0.74081 ,          0.71631 ,         0.75487 ,            0.49859 ,     1.16035 ,     0.97904 ,     0.9507  ,2.95612e-05 ,2.95612e-05 ,2.95612e-05
  145 ,111026     ,       0.94078 ,       0.68343 ,       0.90836 ,             0.74962 ,          0.72686 ,         0.75719 ,            0.50394 ,     1.15494 ,     0.96973 ,     0.94944 ,2.60896e-05 ,2.60896e-05 ,2.60896e-05
  146 ,111691     ,       0.94202 ,       0.68782 ,       0.90712 ,             0.76857 ,          0.71794 ,         0.75753 ,            0.5014  ,     1.15779 ,     0.96821 ,     0.94975 ,2.2618e-05  ,2.2618e-05  ,2.2618e-05
  147 ,112355     ,       0.92641 ,       0.67104 ,       0.89582 ,             0.77015 ,          0.7132  ,         0.75872 ,            0.50086 ,     1.15509 ,     0.95733 ,     0.94704 ,1.91464e-05 ,1.91464e-05 ,1.91464e-05
  148 ,113013     ,       0.93624 ,       0.68776 ,       0.90134 ,             0.74589 ,          0.71572 ,         0.75932 ,            0.50203 ,     1.1585  ,     0.96082 ,     0.94872 ,1.56748e-05 ,1.56748e-05 ,1.56748e-05
  149 ,113678     ,       0.93835 ,       0.68461 ,       0.90161 ,             0.76876 ,          0.70515 ,         0.75895 ,            0.50386 ,     1.15488 ,     0.96239 ,     0.94656 ,1.22032e-05 ,1.22032e-05 ,1.22032e-05
  150 ,114381     ,       0.92539 ,       0.68015 ,       0.90627 ,             0.77937 ,          0.70092 ,         0.75814 ,            0.50079 ,     1.15622 ,     0.96539 ,     0.9467  ,8.7316e-06  ,8.7316e-06  ,8.7316e-06
